I_rho,I_theta,I_sigma,I_E,I_B,I_H,I_M,C2_weyl,rho_mean,theta_mean,Q_D,Q_var,Q_shear,I_Q_derived,I_Q_var,I_Q_shear,model,t,I_rho_norm,I_theta_norm,I_sigma_norm,I_E_norm,I_B_norm,D_FLRW,I_rho_driver_fraction,I_theta_driver_fraction,I_sigma_driver_fraction,I_E_driver_fraction,I_B_driver_fraction,dominant_driver,regime,I_Q_recon,PC1,PC2
0.0,0.0,0.005258333333322035,9.58454166657778e-05,0.0,0.0,0.0,0.00016608693258833747,0.11635286256751255,0.682210708117444,-0.004894577085340561,3.700743415417188e-17,-0.004894577085340598,0.010516666666643991,7.95155214436922e-17,0.01051666666664407,Bianchi-I,2.931645569620253,0.0,0.0,0.015774999999973834,0.0003234782812471553,0.0,0.003219695656244198,0.0,0.0,0.9820989507217899,0.017901049091440007,0.0,I_sigma,weak anisotropy-dominated,0.01051666666664407,0.3802700252944021,-0.4685946912337781
0.0,2.7476547873296436e-32,0.005258333333321611,9.584541666571587e-05,0.0,0.0,0.0,0.0001543042617232638,0.11214974767653253,0.6697753285290379,-0.004717766052259961,3.700743415417188e-17,-0.004717766052259998,0.01051666666664314,8.249558050907027e-17,0.010516666666643222,Bianchi-I,2.9860759493670885,0.0,5.6724848872767385e-30,0.01577499999997256,0.00032347828124694634,0.0,0.003219695656243902,0.0,5.131795024256461e-30,0.9820989507217999,0.017901049091430067,0.0,I_sigma,weak anisotropy-dominated,0.010516666666643222,0.38027002529440457,-0.468594691233779
0.0,1.1394946308174394e-31,0.005258333333321176,9.584541666564272e-05,0.0,0.0,0.0,0.0001435481739428734,0.10817033543375462,0.6577851790174856,-0.00455036544391399,-2.220446049250313e-16,-0.004550365443913768,0.010516666666642865,5.131827594740101e-16,0.010516666666642352,Bianchi-I,3.0405063291139243,0.0,2.3524665843218376e-29,0.015774999999971253,0.00032347828124669947,0.0,0.00321969565624359,0.0,2.1282341957810454e-29,0.9820989507218119,0.017901049091418104,0.0,I_sigma,weak anisotropy-dominated,0.010516666666642352,0.38027002529440723,-0.4685946912337799
7.068179426695301e-32,0.0,0.005258333333320742,9.584541666556646e-05,0.0,0.0,0.0,0.00013371318408469599,0.1043990281070981,0.6462167689161555,-0.004391719115705719,0.0,-0.004391719115705719,0.010516666666641484,0.0,0.010516666666641484,Bianchi-I,3.094936708860759,1.4110914172569034e-30,0.0,0.015774999999969952,0.0003234782812464421,0.0,0.0032196956562432788,1.3201239173035175e-29,0.0,0.9820989507218244,0.017901049091405566,0.0,I_sigma,weak anisotropy-dominated,0.010516666666641484,0.3802700252944098,-0.4685946912337808
7.57868080106505e-32,0.0,0.005258333333320296,9.584541666548537e-05,0.0,0.0,0.0,0.00012470623867497695,0.1008215640863827,0.6350482315112541,-0.004241227129234372,-1.1102230246251565e-16,-0.004241227129234261,0.010516666666640868,2.752940391975734e-16,0.010516666666640593,Bianchi-I,3.149367088607595,1.5130079171621425e-30,0.0,0.015774999999968616,0.0003234782812461684,0.0,0.0032196956562429565,1.4154702623011426e-29,0.0,0.9820989507218376,0.017901049091392184,0.0,I_sigma,weak anisotropy-dominated,0.010516666666640593,0.38027002529441256,-0.46859469123378167
0.0,3.16293725042657e-32,0.00525833333331984,9.584541666540812e-05,0.0,0.0,0.0,0.00011644506935876153,0.09742488285519364,0.6242591860924537,-0.004098340072108991,-1.1102230246251565e-16,-0.00409834007210888,0.010516666666639966,2.8489206044834723e-16,0.01051666666663968,Bianchi-I,3.2037974683544306,0.0,6.529828213931608e-30,0.015774999999967246,0.0003234782812459077,0.0,0.0032196956562426304,0.0,5.907418107482015e-30,0.9820989507218503,0.017901049091379538,0.0,I_sigma,weak anisotropy-dominated,0.01051666666663968,0.3802700252944153,-0.46859469123378256
2.1705324882992596e-32,0.0,0.0052583333333193795,9.584541666532482e-05,0.0,0.0,0.0,0.00010885678766621356,0.09419700561890818,0.6138306138306139,-0.003962554036369112,0.0,-0.003962554036369112,0.010516666666638759,0.0,0.010516666666638759,Bianchi-I,3.2582278481012654,4.333251294595905e-31,0.0,0.015774999999965865,0.00032347828124562654,0.0,0.003219695656242298,4.053903668980177e-30,0.0,0.9820989507218642,0.0179010490913658,0.0,I_sigma,weak anisotropy-dominated,0.010516666666638759,0.3802700252944181,-0.46859469123378344
2.3192470399440824e-32,3.381533786216129e-32,0.005258333333318907,9.584541666520955e-05,0.0,0.0,0.0,0.00010187668244484444,0.091126929548114,0.603744745892243,-0.0038334061696575655,1.1102230246251565e-16,-0.0038334061696576765,0.010516666666637508,3.04581485990874e-16,0.010516666666637814,Bianchi-I,3.312658227848101,4.6301450415976445e-31,6.981116909802469e-30,0.015774999999964446,0.00032347828124523753,0.0,0.0032196956562419365,4.3316578467198105e-30,6.31569087153579e-30,0.9820989507218836,0.017901049091346235,0.0,I_sigma,weak anisotropy-dominated,0.010516666666637814,0.38027002529442117,-0.46859469123378455
2.475475696666836e-32,0.0,0.0052583333333184315,9.58454166651294e-05,0.0,0.0,0.0,9.544718799533915e-05,0.088204533891111,0.5939849624060151,-0.003710470725686361,3.700743415417188e-17,-0.0037104707256863977,0.010516666666636759,1.0489096342754222e-16,0.010516666666636863,Bianchi-I,3.367088607594937,4.942039948790351e-31,0.0,0.01577499999996302,0.000323478281244967,0.0,0.0032196956562415974,4.6234461190002145e-30,0.0,0.9820989507218968,0.017901049091333124,0.0,I_sigma,weak anisotropy-dominated,0.010516666666636863,0.380270025294424,-0.46859469123378544
1.0557869619415803e-31,3.6074338581664053e-32,0.005258333333317947,9.584541666503029e-05,0.0,0.0,0.0,8.951699640659914e-05,0.08542049645718411,0.5845357010728821,-0.0035933555509659663,-1.1102230246251565e-16,-0.0035933555509658553,0.010516666666636218,3.2492875558803868e-16,0.010516666666635893,Bianchi-I,3.4215189873417717,2.107773205106736e-30,7.44748362736892e-30,0.015774999999961566,0.00032347828124463255,0.0,0.00321969565624124,1.971893377201401e-29,6.73760445055017e-30,0.9820989507219133,0.017901049091316564,0.0,I_sigma,weak anisotropy-dominated,0.010516666666635893,0.380270025294427,-0.46859469123378644
0.0,3.723122720201814e-32,0.005258333333317452,9.584541666492388e-05,0.0,0.0,0.0,8.404029204396243e-05,0.08276621918181042,0.5753823743627093,-0.003481698953581706,7.401486830834377e-17,-0.00348169895358178,0.01051666666663468,2.2356605460474023e-16,0.010516666666634904,Bianchi-I,3.4759493670886075,0.0,7.686321244287994e-30,0.015774999999960085,0.00032347828124427335,0.0,0.0032196956562408714,0.0,6.953676545667627e-30,0.9820989507219312,0.0179010490912987,0.0,I_sigma,weak anisotropy-dominated,0.010516666666634904,0.3802700252944301,-0.46859469123378755
2.991756046735568e-32,0.0,0.0052583333333169465,9.584541666480512e-05,0.0,0.0,0.0,7.897608979486135e-05,0.08023376166239697,0.5665112943707422,-0.0033751669072650658,3.700743415417188e-17,-0.0033751669072651026,0.010516666666633777,1.1531128974661362e-16,0.010516666666633893,Bianchi-I,3.530379746835443,5.972742095553754e-31,0.0,0.015774999999958565,0.0003234782812438726,0.0,0.003219695656240488,5.587702962264743e-30,0.0,0.9820989507219513,0.01790104909127861,0.0,I_sigma,weak anisotropy-dominated,0.010516666666633893,0.3802700252944333,-0.46859469123378866
